gene	rowname	B.cell	B.cell.1	B.cell.2	B.cell.3	CD34..Hematopoetic.Stem.cells	CD34..Hematopoetic.Stem.cells.1	CD34..Hematopoetic.Stem.cells.2	gamma.delta.T.cell	gamma.delta.T.cell.1	gamma.delta.T.cell.2	gamma.delta.T.cell.3	gamma.delta.T.cell.4	gamma.delta.T.cell.5	gamma.delta.T.cell.6	gamma.delta.T.cell.7	DC_Control	DC_Control.1	DC_Control.2	DC_Control.3	DC_Control.4	DC_Control.5	DC_Control.6	DC_Control.7	DC_Control.8	gamma.delta.T.cell.normal	gamma.delta.T.cell.normal.1	Immature.DCs	Immature.DCs.1	Immature.DCs.2	Immature.DCs.3	Immature.DCs.1.1	Immature.DCs.2.1	mast.cell	mast.cell.1	mast.cell.2	mast.cell.3	uninfected.mDC	uninfected.mDC.1	uninfected.mDC.2	uninfected.mDC.3	Monocyte	Monocyte.1	Monocyte.2	Monocyte.3	Monocyte.4	Monocyte.5	Neutrophil	Neutrophil.1	Neutrophil.2	Neutrophil.3	Neutrophil	Neutrophil.1	Neutrophil.2	NK_Donor	NK_Donor.1	NK_Donor.2	NK_Donor.3	NK_Donor.4	NK_Donor.5	NK_Donor.6	NK_Donor.7	pDC_healthy	pDC_healthy.1	pDC_healthy.2	pDC_healthy.3	pDC_healthy.4	pDC_healthy.5	pDC_healthy.6	pDC_healthy.7	pDC_healthy.8	pDC_healthy.9	pDC_healthy.10	pDC_healthy.11	pDC_healthy.12	Resting_CD4.T.cell	Resting_CD4.T.cell.1	Resting_CD4.T.cell.2	Resting_CD4.T.cell.3	Resting_NK	Resting_NK.1	Resting_NK.2	Resting_NK.3	Resting_NKT	Resting_NKT.1	Resting_NKT.2	Resting_NKT.3	Resting_NKT.4	Resting_NKT.5	T_cell.CD4.	T_cell.CD4..1	T_cell.CD4..2	T_cell.CD8._naive	T_cell.CD8._naive.1	T_cell.CD8._naive.2	T_cell.CD8._naive.3	T_cell.CD8.	T_cell.CD8..1	T_cell.CD8..2	T_cell.CD8..3	T_cell.CD8..4	T_cell.CD8..5	Th17	Th17.1	Th17.2	Th17.3	Th17.4	Th17.5	Th17.6	Th17.7	Th17.8	TSI_j
PLAGL1	15048	0.537634781	0.537135358	0.473557636	0.504002946	0.86442521	0.837787661	0.748499134	0.482869011	0.586116809	0.480798016	0.519232021	0.524441495	0.577112832	0.521947714	0.645099249	0.877538566	0.730101608	0.778936854	0.85506398	0.827919951	0.84256385	0.867034584	0.897729332	0.950298099	0.517424999	0.585212483	0.908231097	1	0.935459861	0.462749303	0.453784484	0.444316086	0.761157124	0.766347264	0.759342702	0.774337389	0.690571353	0.618548481	0.628759994	0.714446947	0.666310777	0.651718514	0.696391847	0.638948134	0.67424148	0.567210957	0.785252137	0.832669822	0.818775831	0.77723636	0.860770233	0.790867455	0.77406615	0.734591888	0.689847198	0.761090149	0.728517767	0.725181757	0.799920066	0.577951005	0.741618215	0.604419283	0.55713216	0.529501319	0.531116876	0.602471754	0.610136411	0.644427161	0.576981763	0.518606521	0.563343288	0.581762286	0.547232579	0.596829692	0.59421009	0.558778044	0.46862977	0.530872437	0.568244133	0.522642795	0.585723971	0.611640846	0.551219398	0.533419667	0.684884637	0.611562361	0.542365261	0.620964551	0.485971897	0.45795155	0.445252601	0.437574378	0.437492514	0.442846071	0.445572792	0.491145294	0.447226525	0.491225988	0.466931459	0.463918343	0.490454887	0.770332581	0.765004385	0.799679557	0.818358568	0.822652121	0.815323078	0.817648975	0.747795668	0.732785353	0.321715454
PLAUR	21702	0.50175156	0.509046778	0.507202294	0.478711738	0.893122183	0.75277808	0.821801146	0.495021099	0.497784859	0.478076967	0.489697125	0.517038365	0.548626983	0.547968096	0.500910275	0.731566278	0.767415418	0.836992516	0.734459216	0.750471439	0.80242222	0.770246836	0.666777494	0.562648925	0.445935257	0.466017202	0.591815367	0.600760871	0.592281711	0.670663812	0.670617594	0.673208285	0.664636763	0.658353103	0.64834446	0.639368505	0.354190865	0.26258131	0.279601635	0.367458973	0.751182332	0.703163551	0.75739966	0.723689761	0.752645414	0.742164561	0.987732342	1	0.978921422	0.993752081	0.82023316	0.84357889	0.870946496	0.515134125	0.506954123	0.642336119	0.510540595	0.628500516	0.688539588	0.466864425	0.560898093	0.494448733	0.439055552	0.480201372	0.358793875	0.434375415	0.417049081	0.478387047	0.413325429	0.53292325	0.486245604	0.651264936	0.477358004	0.507140087	0.41274716	0.413223641	0.407329804	0.417801046	0.443161564	0.291233929	0.288003326	0.301676682	0.409658291	0.382900308	0.422533629	0.400722918	0.417431672	0.402923548	0.510084534	0.567225916	0.525463238	0.489426563	0.523945724	0.509218713	0.523340459	0.500193313	0.512431945	0.512091115	0.514844548	0.492006296	0.489887511	0.519507994	0.519163945	0.559082888	0.532201718	0.539263896	0.592515095	0.441964809	0.579025506	0.547033809	0.414536589
PLCL2	20199	0.799914545	0.826143771	0.79456958	0.800366862	0.666726597	0.781146533	0.71498759	0.8552106	0.758654753	0.867970991	0.748236533	0.867112198	0.836396551	0.838224421	0.797932032	0.893721411	0.893238088	0.774411559	0.878751003	0.869108725	0.871133704	0.680064078	0.68275592	0.652808919	0.795682695	0.799519795	0.744578627	0.776269701	0.772145871	0.434899805	0.451024272	0.441058907	0.580908107	0.569757392	0.574135686	0.584540319	0.097449041	0.147799815	0.156745475	0.091548062	0.818322748	0.809050385	0.785794832	0.792675907	0.807079723	0.743692187	0.852543343	0.818512971	0.803019482	0.830267132	0.885915255	0.874671445	0.880420119	0.958070451	0.988166694	0.935245287	0.974992181	1	0.974356792	0.998891627	0.990020427	0.661525879	0.692548427	0.606637685	0.611700104	0.740367307	0.681399178	0.695213007	0.70318581	0.652368611	0.635965367	0.611108366	0.687550566	0.678173198	0.942380143	0.955573645	0.928818388	0.949834509	0.816138192	0.785339836	0.811273818	0.781915861	0.934208497	0.996009456	0.972781271	0.89637688	0.938343087	0.964577217	0.86488459	0.805291616	0.819620748	0.758799102	0.793132125	0.766849415	0.761263371	0.82233043	0.817812275	0.828870973	0.822405187	0.808430559	0.870376292	0.524816562	0.568730477	0.546692899	0.529238748	0.544425336	0.555667208	0.660311669	0.552615985	0.574543819	0.217383929
PLCXD1	25162	0.712297373	0.699073347	0.693669241	0.793259943	0.827325853	0.880761273	0.848179571	0.742962468	0.886635502	0.678152451	0.909855947	0.761016534	0.940487787	0.6912415	0.871222013	0.688185227	0.777121829	0.802772649	0.709842372	0.697643427	0.811658143	0.554388292	0.631663185	0.568147492	0.773921816	0.769606707	0.801383418	0.754379534	0.750656602	0.609898922	0.624099623	0.613401313	1	0.976545975	0.988551724	0.98319327	0.479136122	0.328924275	0.308052707	0.487051565	0.696830053	0.6645795	0.723278465	0.685492792	0.712741144	0.735901112	0.408107397	0.472324104	0.468595384	0.473503541	0.593379204	0.63040575	0.634749939	0.70465346	0.709020594	0.752376072	0.721332927	0.739751458	0.766493305	0.6826091	0.739646312	0.547304687	0.561575262	0.503128666	0.532017465	0.581614917	0.635621709	0.650142396	0.530882335	0.505299158	0.524743764	0.529974194	0.533114603	0.551638154	0.694389056	0.723006287	0.757381957	0.762905124	0.607751733	0.571036281	0.666683753	0.699563932	0.686083437	0.669137713	0.679787273	0.693459606	0.759253872	0.753551043	0.671691303	0.706217609	0.756988026	0.627472992	0.701718588	0.730200298	0.649577196	0.720539278	0.696135661	0.682973753	0.744307079	0.732663974	0.769870752	0.621260567	0.608267076	0.64213356	0.600889112	0.597296146	0.649099788	0.588403052	0.660166498	0.645270501	0.2547356
PLD3	8222	0.503385848	0.484284073	0.523251779	0.540717493	0.99008793	0.897774724	1	0.613764454	0.594356634	0.561780593	0.638968693	0.609470656	0.574760597	0.575878303	0.632599082	0.490943125	0.575370841	0.601049415	0.535044892	0.564484392	0.515332068	0.481437083	0.449550938	0.400609422	0.641283846	0.69308795	0.623148758	0.621064077	0.59345099	0.722635681	0.702464541	0.723964212	0.579574221	0.59588172	0.609512251	0.604065643	0.23541142	0.207225307	0.255539124	0.259489164	0.734150987	0.729055195	0.711794368	0.702077043	0.762708672	0.647746771	0.449416747	0.445840706	0.422850461	0.479389502	0.54287706	0.516757392	0.49782903	0.525035536	0.523620433	0.552014486	0.533497008	0.664073177	0.64187467	0.557676091	0.590384698	0.365639862	0.383680954	0.381154871	0.396787068	0.35680268	0.385699448	0.366801264	0.387367726	0.390056878	0.370416401	0.359713747	0.382725308	0.345966066	0.682344642	0.698388773	0.674473466	0.671926075	0.516625452	0.496236752	0.540987549	0.516284905	0.661221267	0.606773967	0.672460425	0.644608399	0.652236539	0.681665005	0.58072989	0.627973548	0.490079395	0.492687371	0.494290689	0.478301029	0.481852699	0.580577695	0.544811596	0.545944469	0.474315853	0.582581298	0.552478753	0.439831625	0.456496108	0.459140115	0.41494397	0.428742531	0.44981558	0.427634274	0.440122378	0.450692584	0.415652104
PLEKHF2	28702	0.963590523	1	0.936792247	0.96969924	0.751212813	0.949250918	0.926636321	0.727913245	0.658942198	0.782959323	0.654902678	0.769431182	0.742137177	0.794320324	0.717063045	0.808547737	0.810177052	0.827719541	0.831846496	0.799747076	0.794280914	0.822773154	0.876960779	0.797012073	0.790348872	0.777797458	0.794396161	0.835751373	0.827287364	0.688536573	0.696986942	0.700465985	0.857451092	0.855967605	0.860132513	0.848152536	0.308034473	0.263974761	0.296822924	0.305130856	0.756279422	0.78629297	0.737242081	0.744461406	0.840580214	0.688608469	0.708790194	0.682639619	0.790342009	0.711271718	0.898813082	0.833305836	0.839133661	0.95954473	0.969612054	0.956683633	0.996821773	0.955456306	0.962717623	0.952874127	0.972053675	0.787500772	0.825302905	0.795242551	0.802523258	0.743173519	0.757518269	0.735174782	0.716535184	0.76128781	0.800140614	0.817223579	0.808324969	0.809984488	0.762322266	0.822555818	0.839468383	0.848471859	0.708837662	0.736827612	0.695871247	0.692980997	0.795525206	0.766129855	0.818880609	0.8140851	0.795237574	0.815938036	0.674851171	0.658761713	0.680955913	0.790147582	0.779772682	0.795483794	0.755572253	0.716448825	0.686011285	0.699886929	0.722568415	0.705436204	0.721632931	0.705821864	0.721762278	0.690059157	0.711402292	0.726182394	0.693394468	0.721136958	0.692240805	0.620645975	0.205239565
PLEKHM1	19615	0.761058759	0.686770969	0.741605234	0.698698824	1	0.980109519	0.925772657	0.814990421	0.754498761	0.835497464	0.800936118	0.82851108	0.716098408	0.84681803	0.795721226	0.851434223	0.950320294	0.938116699	0.880774877	0.879765789	0.8614377	0.831751941	0.907623222	0.809512163	0.799946049	0.825455403	0.922529841	0.8842546	0.894187152	0.620332686	0.61275457	0.617754752	0.570585979	0.589399459	0.605874806	0.612100483	0.77280908	0.696981673	0.685717277	0.770747634	0.850590262	0.821558233	0.839423072	0.800878968	0.836009567	0.77547346	0.752729183	0.793187299	0.779731697	0.78431744	0.883652089	0.917864748	0.907770893	0.911113127	0.901292689	0.858874168	0.886409892	0.907470109	0.901704573	0.891409897	0.901036246	0.66702686	0.734609407	0.67149929	0.703120525	0.637182327	0.611025731	0.623514872	0.614444564	0.702540732	0.673338169	0.667449878	0.660777728	0.712291733	0.869252144	0.865458879	0.855147659	0.859495883	0.733061836	0.768458254	0.738280838	0.708119196	0.844009702	0.87965898	0.85994911	0.879300478	0.860631376	0.874723686	0.778569179	0.782141131	0.687605636	0.79385068	0.877655419	0.83278571	0.839205992	0.748466882	0.719128467	0.7570612	0.729534898	0.746130253	0.750399221	0.681338287	0.696958821	0.691979323	0.678996491	0.695732901	0.700703205	0.693218878	0.691311109	0.69929858	0.181100013
PLRG1	31090	0.81951845	0.893701516	0.809257832	0.837704287	0.856032078	0.885483863	0.890899751	0.937720755	0.959984511	1	0.966357578	0.934430385	0.97730847	0.951325906	0.955982487	0.803583099	0.832640234	0.768971718	0.802383017	0.814062131	0.780339641	0.921536358	0.890569455	0.955954705	0.865654937	0.842625084	0.744862796	0.800133993	0.766218515	0.632739114	0.636392584	0.629037831	0.738482384	0.73628822	0.740679923	0.737080432	0.224776741	0.1792691	0.21541849	0.292781416	0.855168854	0.840196088	0.78008996	0.829783584	0.839882583	0.814909197	0.458093117	0.454786055	0.512507416	0.545489684	0.697704893	0.673335288	0.690967109	0.885004756	0.904638616	0.894816036	0.853852489	0.901783194	0.875621346	0.877240251	0.878408888	0.765238599	0.730833125	0.766895809	0.737554156	0.709860269	0.735550889	0.730572378	0.665260188	0.708948997	0.7299886	0.598957603	0.764078508	0.718135012	0.877158238	0.8929459	0.893921488	0.891321504	0.745706518	0.792733391	0.798800657	0.809649585	0.888815177	0.851473123	0.887309546	0.89166178	0.892469086	0.872477424	0.865258179	0.842364185	0.871736118	0.865916399	0.846419256	0.835769009	0.81794118	0.804496194	0.803477425	0.816753889	0.84570244	0.763727603	0.88443627	0.678712318	0.646604894	0.661477482	0.698128185	0.679053679	0.718762463	0.714299844	0.75374608	0.676871891	0.18688392
PNMA1	24437	0.619737221	0.586932445	0.632403166	0.617094588	0.775627508	0.855070515	0.817986284	0.849102711	0.880616544	0.894776998	0.925202746	0.848956084	0.827299822	0.893194883	0.942411674	0.761450113	0.72581211	0.887546081	0.578887081	0.590807558	0.632107374	0.882729552	0.870531976	0.806437812	0.813774549	0.801480914	0.869911323	0.925658305	0.908033095	0.566834668	0.561368456	0.565447874	0.785205144	0.785146958	0.796607216	0.790418834	0.601160554	0.435045496	0.459808727	0.49366774	0.574458629	0.545230892	0.524042186	0.525238245	0.567169239	0.43935981	0.531673912	0.536192894	0.486111297	0.585030207	0.520182459	0.468491824	0.473667244	0.96648473	0.968057705	0.957588098	0.935711714	0.884331258	0.896585779	0.915988434	0.93425892	0.597629174	0.605056534	0.588804132	0.563803983	0.577934761	0.687521329	0.715815291	0.601367638	0.610984692	0.568870959	0.628023805	0.583461845	0.545363517	0.978483746	0.953322047	0.900370755	0.927062869	0.680679404	0.707486771	0.696351693	0.663558352	0.965891691	0.935780531	0.973711894	0.947739545	0.953617092	0.924022818	0.78504921	0.756064314	0.695860784	0.748575703	0.79250547	0.763247572	0.74361322	0.734835943	0.632136099	0.721852354	0.668989665	0.677363868	0.757884303	0.947321943	0.946776172	0.955297672	0.968168848	1	0.954982058	0.973454038	0.907917312	0.929193347	0.20593804
PNMT	13939	0.713000491	0.756940561	0.76233071	0.742877626	0.704212693	0.741689693	0.732937205	0.62565993	0.667273018	0.675977596	0.726218389	0.639164235	0.645970434	0.663266864	0.66783931	0.56831067	0.588362797	0.581040337	0.597314036	0.584038821	0.579410409	0.590046245	0.555279844	0.583159289	0.636899335	0.634384133	0.770545113	0.778083997	0.751686566	0.343682994	0.393457581	0.378706777	0.487372849	0.484319445	0.482345712	0.474087484	0.941472738	1	0.774907916	0.892953782	0.727547435	0.73760596	0.747008637	0.750862059	0.719958896	0.727579041	0.500067429	0.490687944	0.525606803	0.489175503	0.765865663	0.778026875	0.771979879	0.780421124	0.754614944	0.792045417	0.759560123	0.717970867	0.732296985	0.758825329	0.757410879	0.491786308	0.477219379	0.54066582	0.565605043	0.531412066	0.544182258	0.529701225	0.539036445	0.578101084	0.5614001	0.520793432	0.512362946	0.572449598	0.549467626	0.558398491	0.53615136	0.536272248	0.536040648	0.531271816	0.5116244	0.521211729	0.554149435	0.594107086	0.5339822	0.535714849	0.522973306	0.539557643	0.729665317	0.799797662	0.719707003	0.702723963	0.710556231	0.730305143	0.71028739	0.782999202	0.8057601	0.743725597	0.735434911	0.742084635	0.744019106	0.572535909	0.563993413	0.578700247	0.557211678	0.573406831	0.566949405	0.581047495	0.577387761	0.590372518	0.319792995
PNP	8865	0.700082888	0.731125729	0.654531167	0.687544184	0.753662172	0.973193384	0.826644925	0.791226907	0.820982721	0.802509776	0.902729883	0.803876074	0.821842184	0.751631669	0.826894085	0.678199189	0.606057249	0.803113555	0.559084409	0.601102798	0.681128805	0.761575804	0.821311786	0.671448895	0.916695396	0.914730193	0.757366955	0.805146416	0.830904421	0.629094662	0.630515842	0.627998031	0.752560111	0.753482829	0.76154092	0.758416614	0.496975963	0.266461143	0.292697344	0.35516526	0.807135251	0.735664302	0.70162419	0.763111664	0.794695304	0.717611056	0.538680042	0.445457269	0.450407584	0.671562113	0.450552473	0.490173038	0.46570192	0.711327172	0.670463662	0.650653757	0.627691184	0.769049996	0.725401114	0.707725563	0.716006194	0.614491129	0.558111475	0.613112534	0.56426128	0.639154843	0.608619009	0.686092955	0.666318914	0.569219043	0.61026324	0.542152234	0.609432157	0.568090916	0.892678289	0.871278183	0.877266981	0.857903804	0.628764541	0.690347473	0.744855754	0.756092701	0.912401998	0.858616107	1	0.927758084	0.917077188	0.893303866	0.78632679	0.741869782	0.72375222	0.701912158	0.675358905	0.627682844	0.672158132	0.729918827	0.689996338	0.757783758	0.728657073	0.680551375	0.750979838	0.86649408	0.872720244	0.875538069	0.878089975	0.903767885	0.897443519	0.944360992	0.907281188	0.92515437	0.210695973
PNPLA2	45502	0.91419801	0.920948812	0.912261558	0.929259298	0.839277802	0.793991532	0.818953526	0.954503112	0.961788463	0.926516944	0.955599194	0.905761558	0.914376639	0.934044054	0.932486878	0.860633312	0.859972656	0.842953755	0.869803925	0.874508866	0.906892022	0.853716227	0.867502526	0.828309196	0.874891677	0.877488712	1	0.967733872	0.973250509	0.718940098	0.694965532	0.710459608	0.800815514	0.787039692	0.80331757	0.795008964	0.498193013	0.410088154	0.377271272	0.480998807	0.893841471	0.887050109	0.9333373	0.899220961	0.896564605	0.947757433	0.757007825	0.753721332	0.707190654	0.714303436	0.881720009	0.890155654	0.90529453	0.773219025	0.802787279	0.813633236	0.789618007	0.819225209	0.810890015	0.783553126	0.8266425	0.571854194	0.594834018	0.577126456	0.585932611	0.612531675	0.611116956	0.5989543	0.626208399	0.597029088	0.603944202	0.635124246	0.586763383	0.600442702	0.929640038	0.923591427	0.922656074	0.934961771	0.773687468	0.773060213	0.75493396	0.761650054	0.92197717	0.920033975	0.90574133	0.909301443	0.91705704	0.912317694	0.881787764	0.917351865	0.949391025	0.946046074	0.938444187	0.950404602	0.945917122	0.917259322	0.926296625	0.919963741	0.915564721	0.947220539	0.892773513	0.563976214	0.566370814	0.557670006	0.564754744	0.56127793	0.574802719	0.567548593	0.556743947	0.575678704	0.156424618
PNPLA8	29306	0.849416199	0.868167751	0.775042509	0.81685415	0.837404149	0.903352103	0.835977718	0.782310311	0.759215389	0.811995631	0.742353229	0.781246737	0.741747519	0.809382653	0.749448082	0.811355398	0.806732664	0.867916412	0.800768596	0.77919658	0.825140737	0.852652955	0.873453685	0.821235365	0.780503086	0.78256413	0.83915714	0.895774421	0.878817367	0.592467014	0.595919451	0.602466062	0.711466763	0.714241415	0.705040729	0.69243465	0.52433381	0.425974689	0.324269921	0.479810663	0.846848038	0.843303439	0.810020893	0.838427998	0.864551	0.790263246	0.727983215	0.771164427	0.758769155	0.807208443	0.837025241	0.814990984	0.811137871	1	0.952200628	0.9284452	0.92424817	0.834381423	0.902145418	0.825272123	0.895026015	0.607452888	0.620321498	0.599570471	0.615911012	0.603545237	0.641925831	0.627228165	0.502451524	0.599399439	0.590058643	0.668266085	0.607630712	0.652292538	0.829277282	0.847183114	0.842460722	0.844638029	0.82632535	0.763873867	0.710194204	0.722511334	0.852176459	0.843649465	0.85284068	0.840223873	0.851726951	0.844671067	0.760399325	0.712679703	0.780807355	0.815348534	0.7818229	0.800696359	0.770339554	0.735216441	0.683401397	0.731716791	0.729612455	0.671677599	0.762345711	0.861961049	0.877309932	0.880237577	0.897247138	0.892000527	0.888280139	0.88093281	0.885459126	0.868055305	0.193009825
PNPT1	31187	0.674209972	0.733630069	0.616952511	0.66214187	0.797770352	0.975018061	0.872642549	0.802240892	0.801624114	0.970027616	0.755109411	0.796568609	0.787567209	0.916735186	0.791519426	0.707610465	0.73106286	0.72308946	0.778207058	0.770324923	0.728809355	0.967574449	0.876779427	1	0.794823633	0.782559831	0.672763168	0.715353169	0.713056837	0.501787628	0.509960079	0.502205809	0.624381307	0.644886793	0.621739462	0.633760226	0.429682643	0.313352933	0.348315541	0.513790856	0.713409099	0.670250798	0.655641041	0.619067613	0.68819652	0.642255414	0.430647162	0.454321785	0.585716439	0.419379484	0.566662791	0.475803473	0.515440287	0.710146075	0.704178716	0.727123986	0.722643603	0.752799012	0.748787981	0.711833038	0.702923079	0.633731725	0.617492254	0.536153288	0.558067448	0.529062789	0.588237684	0.570614249	0.489918717	0.528592451	0.520436256	0.639628374	0.59252089	0.552216188	0.748060595	0.745559011	0.749890706	0.772065373	0.608174744	0.672508398	0.657166744	0.690384143	0.798212702	0.711599493	0.75139027	0.726119744	0.750485574	0.762063518	0.69334011	0.592599773	0.700200009	0.729047072	0.644782639	0.696446718	0.651445985	0.632464883	0.614433366	0.678497798	0.674026608	0.625081847	0.707116789	0.84622751	0.835220723	0.8414923	0.89413544	0.915571092	0.888743364	0.937757614	0.907773065	0.901460467	0.257007399
POLE3	15886	0.828350609	0.867587896	0.794513455	0.867715577	0.81707927	0.95936637	0.972342766	0.893392876	0.878040479	0.905665265	1	0.893747916	0.879294555	0.886211594	0.970576756	0.832507641	0.848283798	0.858328509	0.824879834	0.820667998	0.835595058	0.714143023	0.796181715	0.774816022	0.878222291	0.876632849	0.823676169	0.887163082	0.855833682	0.646341265	0.655293116	0.646804887	0.737970311	0.727914613	0.731030107	0.719384279	0.660484696	0.625448482	0.622856598	0.702847926	0.876679209	0.876219875	0.826546979	0.851124789	0.880046089	0.839431434	0.530837485	0.524132605	0.529848551	0.565975045	0.718220766	0.59935563	0.602196044	0.98369993	0.964329066	0.988110321	0.979971001	0.922109942	0.949562607	0.937449611	0.975456435	0.597734615	0.597038497	0.510091257	0.449880979	0.473944026	0.540594682	0.534712163	0.505682097	0.449048903	0.507172531	0.554019868	0.492426532	0.494872445	0.898874978	0.899287492	0.928274076	0.91171047	0.790915189	0.789354628	0.765801175	0.829274091	0.92572713	0.831068271	0.904089625	0.84031398	0.887997337	0.907907247	0.871976193	0.860140354	0.854576526	0.934493958	0.940562835	0.926642233	0.924374312	0.795784068	0.756756214	0.830503913	0.851672233	0.783807276	0.897828404	0.841605856	0.809389518	0.829042399	0.873070247	0.843525916	0.858352819	0.886416836	0.887893423	0.853311355	0.146097866
POLR2A	9892	0.635555116	0.591196112	0.607685145	0.626119864	0.810696255	0.793027908	0.7235651	0.726326228	0.703771502	0.738295989	0.754566514	0.716939761	0.73119714	0.728065912	0.730565074	0.592624918	0.605441984	0.654860026	0.631203591	0.606852641	0.55151894	0.607449381	0.583107444	0.613084557	0.650692078	0.671441966	0.704452563	0.663008542	0.649188764	0.371361927	0.366869592	0.37176131	0.639430825	0.623502806	0.625744745	0.633166715	0.879250336	0.391101829	1	0.939334594	0.620249837	0.627708873	0.663087875	0.650323979	0.649049297	0.608891825	0.760660182	0.760207903	0.722702668	0.751128002	0.743292569	0.754025798	0.75202854	0.739369003	0.75674309	0.721509743	0.741469088	0.748388011	0.756434726	0.740908764	0.731607184	0.6049754	0.615721853	0.592671497	0.572244442	0.620389386	0.618690376	0.620705311	0.607080527	0.600258122	0.591916516	0.635148382	0.586850565	0.569724567	0.761841639	0.777917145	0.74716019	0.7476279	0.58982093	0.638576441	0.579707121	0.578419548	0.718542847	0.839582412	0.74498808	0.739597247	0.740480707	0.759191771	0.677127552	0.679381651	0.604269789	0.668276865	0.693595089	0.67753315	0.707048027	0.641076113	0.64273543	0.644285099	0.615308327	0.648395339	0.663612688	0.4473893	0.457983982	0.436396896	0.426507156	0.42868222	0.435617047	0.460039964	0.441739734	0.451116537	0.308177715
POLR2D	10827	0.57832022	0.631090282	0.614083525	0.606518373	0.624487534	0.711933262	0.774895877	0.688252781	0.749900312	0.728663394	0.845645701	0.691081886	0.818615931	0.713946073	0.823750119	0.739719425	0.738595994	0.781980378	0.696985337	0.714798042	0.757657005	0.779016752	0.763914357	0.801229881	0.753062052	0.775873878	0.708594431	0.735130517	0.699404437	0.440224066	0.451355002	0.458795251	0.565550796	0.555828225	0.579282363	0.528345668	0.987887599	0.943095722	0.978979015	1	0.613902056	0.628883729	0.592236306	0.617382397	0.637557454	0.587374137	0.370498255	0.357505149	0.338874257	0.368585327	0.547820718	0.53548119	0.514092006	0.783156226	0.783293049	0.77570714	0.778107263	0.746101259	0.776536613	0.703979168	0.774893756	0.694021552	0.66652479	0.692041208	0.662150942	0.686319607	0.715972154	0.716392734	0.658334402	0.67996986	0.672736866	0.687989477	0.677025742	0.667101025	0.698317841	0.684770291	0.703119347	0.727504884	0.615314469	0.589847676	0.55730321	0.591685095	0.718762853	0.659718284	0.703162915	0.686577265	0.706497717	0.719142235	0.655814688	0.640178876	0.598146442	0.697256399	0.722537644	0.725703531	0.713107322	0.599323853	0.579118441	0.651075953	0.669948628	0.625572191	0.647068903	0.660676827	0.647579307	0.624094527	0.673345156	0.609240689	0.615651737	0.668901227	0.597008394	0.618396606	0.299167442
POLR2I	19849	0.888174172	0.91096173	0.879610408	0.878558044	0.826028307	0.915121797	0.844848763	0.684398807	0.681880233	0.702939497	0.772366648	0.694567109	0.697124251	0.691701329	0.76371368	0.71775831	0.716953228	0.614147908	0.673311481	0.678675433	0.698048877	0.637929294	0.685740055	0.68028915	0.811276307	0.835621567	0.74910968	0.704373106	0.707545716	0.563303869	0.560040253	0.56134286	0.67753619	0.672717474	0.668702663	0.676651451	0.237048275	0.23290227	0.272075197	0.272994994	0.883265212	0.879700835	0.861047233	0.898561405	0.898301281	0.856412479	0.399735397	0.429375963	0.394878404	0.45582513	0.626709833	0.684154836	0.633853195	0.853091581	0.85103334	0.849575937	0.853329906	0.868574681	0.870477038	0.85325266	0.842611349	0.693957053	0.646024632	0.613709289	0.559010276	0.637828859	0.639805738	0.63083153	0.660233433	0.5649982	0.617880379	0.568214188	0.623434758	0.61595198	0.772063721	0.798057781	0.785073229	0.775928294	0.630856289	0.662938411	0.697960511	0.734832887	0.786451515	0.818834978	0.795166683	0.77644608	0.753924454	0.777498083	0.950597382	0.949831054	0.829212409	0.969087019	1	0.976166297	0.988775619	0.873403349	0.89243696	0.925953307	0.889974285	0.886925195	0.939496043	0.773377643	0.736771063	0.755309466	0.75855709	0.751991762	0.758176668	0.766951815	0.765140377	0.743234769	0.221454558
POLR2J	19680	0.890787168	0.920943168	0.88348715	0.90983317	0.891212136	0.922759866	0.959793067	0.832750304	0.803110846	0.835815975	0.797398866	0.892205353	0.843769958	0.836434422	0.839787312	0.803249529	0.832257401	0.792649713	0.746851429	0.770266717	0.807130281	0.754761289	0.776739063	0.726703797	0.950695949	0.964246799	0.714095232	0.71720568	0.682837153	0.788351933	0.794896225	0.809434441	0.839345138	0.848005162	0.848592805	0.841571217	0.619053586	0.530460325	0.57227337	0.623493294	0.956651627	0.939562036	0.945072196	0.915983365	0.932033637	0.911715255	0.860792124	0.869812362	0.855447764	0.859547126	0.870431733	0.868001088	0.863904858	0.955444508	0.972723184	0.964472915	0.956975581	0.999332353	1	0.996893164	0.993595357	0.736193409	0.698575121	0.71923354	0.697571608	0.640275116	0.707845578	0.64905389	0.624072766	0.724463638	0.727569515	0.79132803	0.749020139	0.746850256	0.925589451	0.920618595	0.927114667	0.923250717	0.809887064	0.803308907	0.830363715	0.850621906	0.936111101	0.867198693	0.919787074	0.930143922	0.936164872	0.923158891	0.920831414	0.93484876	0.856026417	0.956696392	0.971669242	0.977051917	0.976749196	0.87349601	0.890817776	0.905113887	0.908680648	0.877648505	0.932197119	0.814257531	0.795728704	0.795625299	0.802033667	0.80321685	0.822656962	0.805369485	0.814012769	0.795017682	0.11944256
