gene	rowname	B.cell	B.cell.1	B.cell.2	B.cell.3	CD34..Hematopoetic.Stem.cells	CD34..Hematopoetic.Stem.cells.1	CD34..Hematopoetic.Stem.cells.2	gamma.delta.T.cell	gamma.delta.T.cell.1	gamma.delta.T.cell.2	gamma.delta.T.cell.3	gamma.delta.T.cell.4	gamma.delta.T.cell.5	gamma.delta.T.cell.6	gamma.delta.T.cell.7	DC_Control	DC_Control.1	DC_Control.2	DC_Control.3	DC_Control.4	DC_Control.5	DC_Control.6	DC_Control.7	DC_Control.8	gamma.delta.T.cell.normal	gamma.delta.T.cell.normal.1	Immature.DCs	Immature.DCs.1	Immature.DCs.2	Immature.DCs.3	Immature.DCs.1.1	Immature.DCs.2.1	mast.cell	mast.cell.1	mast.cell.2	mast.cell.3	uninfected.mDC	uninfected.mDC.1	uninfected.mDC.2	uninfected.mDC.3	Monocyte	Monocyte.1	Monocyte.2	Monocyte.3	Monocyte.4	Monocyte.5	Neutrophil	Neutrophil.1	Neutrophil.2	Neutrophil.3	Neutrophil	Neutrophil.1	Neutrophil.2	NK_Donor	NK_Donor.1	NK_Donor.2	NK_Donor.3	NK_Donor.4	NK_Donor.5	NK_Donor.6	NK_Donor.7	pDC_healthy	pDC_healthy.1	pDC_healthy.2	pDC_healthy.3	pDC_healthy.4	pDC_healthy.5	pDC_healthy.6	pDC_healthy.7	pDC_healthy.8	pDC_healthy.9	pDC_healthy.10	pDC_healthy.11	pDC_healthy.12	Resting_CD4.T.cell	Resting_CD4.T.cell.1	Resting_CD4.T.cell.2	Resting_CD4.T.cell.3	Resting_NK	Resting_NK.1	Resting_NK.2	Resting_NK.3	Resting_NKT	Resting_NKT.1	Resting_NKT.2	Resting_NKT.3	Resting_NKT.4	Resting_NKT.5	T_cell.CD4.	T_cell.CD4..1	T_cell.CD4..2	T_cell.CD8._naive	T_cell.CD8._naive.1	T_cell.CD8._naive.2	T_cell.CD8._naive.3	T_cell.CD8.	T_cell.CD8..1	T_cell.CD8..2	T_cell.CD8..3	T_cell.CD8..4	T_cell.CD8..5	Th17	Th17.1	Th17.2	Th17.3	Th17.4	Th17.5	Th17.6	Th17.7	Th17.8	TSI_j
SUPT5H	8650	0.832639037	0.784965248	0.821202743	0.812427043	0.811990945	0.77894216	0.738393532	0.679172868	0.683082163	0.692962405	0.705755121	0.685299289	0.693745252	0.718025264	0.716235628	0.659304158	0.711765021	0.740943511	0.692380105	0.714270912	0.65885068	0.680090744	0.632995835	0.67286731	0.712448607	0.724794531	0.735232348	0.697922593	0.6982636	0.474355475	0.449828926	0.478433543	0.606363504	0.590235498	0.618033529	0.597051513	0.43561172	0.419082181	0.39351853	0.433218255	0.825256117	0.826348093	0.805109532	0.823135125	0.825099748	0.791771475	0.648786204	0.6514125	0.621955876	0.635800877	0.823591017	0.802283669	0.802925726	0.748871707	0.747788345	0.730239606	0.731702171	0.762271557	0.759929125	0.761302213	0.757736596	0.591984534	0.579282043	0.56854318	0.575102515	0.587029085	0.617633544	0.586086962	0.606679003	0.574455581	0.5818868	0.603449688	0.572359116	0.555436713	0.714787929	0.719915154	0.7202046	0.718874366	0.567077728	0.582191316	0.554556856	0.569377219	0.696800477	0.75195109	0.688279576	0.695682874	0.709693921	0.708774417	0.847698767	0.856558489	0.807737606	0.973501965	0.947613764	0.951186399	1	0.833104651	0.81349903	0.838947038	0.79719384	0.819746392	0.853016326	0.728159064	0.745105645	0.739717944	0.718361179	0.73040438	0.713702216	0.714030203	0.715383294	0.739279353	0.269103191
SUSD1	32153	0.582213696	0.567529903	0.583433651	0.560876426	0.770528331	0.7888673	0.828300587	0.511103232	0.727490031	0.554323857	0.813646579	0.518482137	0.645401638	0.556229406	0.784133742	0.772029212	0.828253473	0.792573998	0.744357304	0.731080229	0.764923312	0.79996383	0.81558822	0.786062794	0.614647096	0.620924242	0.866839314	0.812930253	0.76604721	0.545222473	0.541727802	0.559393148	0.43735434	0.508154208	0.450823846	0.43735434	0.286034172	0.242020288	0.212152576	0.29369023	0.802677742	0.802298952	0.775755664	0.806748138	0.805457386	0.750077298	0.454396735	0.445318217	0.451619367	0.574226924	0.671351081	0.60759249	0.598407969	0.892329349	0.842302091	0.836635489	0.834495981	0.890457695	0.88054119	0.827996058	0.876009716	0.904025526	0.909694927	0.972110821	1	0.959063275	0.955215362	0.92648588	0.931660523	0.950519926	0.978079252	0.843352255	0.984452098	0.939373011	0.814164401	0.79175037	0.818884968	0.778652352	0.719913234	0.638836673	0.647332353	0.674295678	0.770759765	0.809145476	0.722258133	0.798462638	0.79903846	0.751011171	0.656607552	0.636993501	0.642721059	0.569842418	0.595851938	0.604971306	0.612793822	0.618806415	0.524711908	0.691514311	0.602927829	0.616208682	0.676281241	0.464185514	0.474714158	0.523788292	0.46843983	0.485812972	0.411412869	0.457612836	0.466300822	0.448329903	0.302982305
SWAP70	16361	0.903081785	0.953629263	0.92153712	0.90526136	0.856071267	0.845982576	0.962091655	0.547289214	0.501307911	0.556663456	0.427834329	0.68913615	0.64233604	0.640890448	0.565616866	0.759227616	0.858191532	0.831591077	0.777228007	0.769618107	0.780132946	0.995216829	0.900232581	1	0.537319841	0.529194795	0.836098313	0.863054792	0.808541125	0.60187722	0.606700121	0.619890869	0.753774789	0.746706129	0.757153998	0.7412712	0.533886997	0.340615738	0.381350844	0.538174688	0.696255401	0.699990136	0.602999179	0.698084009	0.718899116	0.638976343	0.75366334	0.639652395	0.668526487	0.738375106	0.584695454	0.51381982	0.528321085	0.698365512	0.69656469	0.701197293	0.701617295	0.673837503	0.788828322	0.655104775	0.695940518	0.626311619	0.664147979	0.562652249	0.633460795	0.600960801	0.55353069	0.539104489	0.566777264	0.607589785	0.584184022	0.604851128	0.591470827	0.594026538	0.418782065	0.449749908	0.428974984	0.455142201	0.591717339	0.505809113	0.551085602	0.563656729	0.425623819	0.44143723	0.401249803	0.436241154	0.458485754	0.455892546	0.473704075	0.487868369	0.480528178	0.48016012	0.463776165	0.501121334	0.460909253	0.529731527	0.538795799	0.483593832	0.516086331	0.528078135	0.584105236	0.360426609	0.379329731	0.370006928	0.344068135	0.35555043	0.374124814	0.365374264	0.404005829	0.350585213	0.349525266
SYAP1	31050	0.709725423	0.700575727	0.707186221	0.706126644	0.733235795	0.837464551	0.847058434	0.746139774	0.756977109	0.829686288	0.808312223	0.775256557	0.786777056	0.843581618	0.814803482	0.816936818	0.833948246	1	0.792986616	0.782542029	0.892693164	0.725588964	0.795865859	0.695576534	0.794149653	0.79455864	0.793308851	0.777267265	0.788319124	0.610418018	0.622748982	0.622476165	0.704199843	0.701560201	0.704160838	0.702016724	0.404815659	0.349554562	0.316496074	0.460038154	0.779379897	0.758075256	0.758545166	0.755991719	0.7542917	0.765164836	0.802505333	0.859925155	0.892113934	0.852911603	0.818298035	0.775888131	0.837967756	0.936741457	0.933959516	0.885533323	0.884538054	0.908595793	0.920894255	0.92393406	0.924072135	0.570236337	0.555287233	0.549402485	0.511677929	0.509345145	0.583301803	0.541038184	0.540975472	0.585204718	0.525396794	0.621280427	0.537962428	0.540307547	0.754277047	0.724340077	0.736427806	0.744751394	0.856537453	0.817533282	0.665192064	0.648852012	0.750155543	0.692094365	0.723241114	0.721173668	0.738074	0.732863459	0.728033834	0.738337594	0.672412466	0.925970342	0.968465652	0.893251698	0.920243142	0.689534719	0.684739914	0.686902919	0.684093452	0.692829017	0.698830928	0.800909877	0.816294923	0.816324258	0.844036	0.83450185	0.855418618	0.830954886	0.828549387	0.798363747	0.221999472
SYNE2	44152	0.575227186	0.617594805	0.545074237	0.605074643	0.469601626	0.587215385	0.490302626	0.746680114	0.702621849	0.772817322	0.690340041	0.827009514	0.717771957	0.807375859	0.710805727	0.305845043	0.30445657	0.31030602	0.313525989	0.306988212	0.320397219	0.309073389	0.320427329	0.341604064	0.623396654	0.692543472	0.520295704	0.522402148	0.529345943	0.153216878	0.174705979	0.14223973	0.350247405	0.361896915	0.347701038	0.367359587	0.566474964	0.408183303	0.442864743	0.525571588	0.500947502	0.486920336	0.489036018	0.504564352	0.48316648	0.488923625	0.714084887	0.642893173	0.724159448	0.797857151	0.608687642	0.704674221	0.798227824	0.997498849	0.985370498	1	0.995878388	0.952369379	0.942065771	0.977921166	0.968239332	0.551886219	0.584128989	0.556121816	0.595397914	0.630574314	0.533737844	0.499220039	0.552298465	0.508399062	0.587628571	0.450421622	0.522975565	0.535977922	0.672464931	0.745328405	0.725153491	0.704295767	0.794348953	0.746904599	0.768610999	0.73795883	0.731812172	0.574436606	0.72134593	0.815867291	0.79072252	0.718905874	0.756767694	0.762414777	0.662845057	0.783360341	0.769977458	0.806307335	0.73690148	0.710043758	0.700446199	0.812632592	0.727678189	0.693420139	0.700046116	0.542523483	0.555841334	0.534285823	0.50172071	0.511811743	0.514566438	0.518666096	0.467387982	0.531623492	0.346930283
SYNE3	25773	0.711731899	0.67334839	0.699894322	0.7144466	0.773912834	0.811637361	0.75178383	0.819212487	0.96895781	0.848913305	1	0.826916655	0.944368237	0.809165231	0.945681096	0.853025306	0.854737086	0.843085456	0.864559713	0.851237452	0.809118402	0.856184065	0.851530581	0.793663738	0.864269399	0.85840373	0.840620824	0.864063512	0.889649593	0.445903345	0.428747352	0.457849649	0.752725202	0.751573875	0.739069035	0.746538409	0.134495849	0.151472483	0.157907042	0.127539678	0.715913033	0.703158853	0.679327515	0.715328991	0.713974807	0.709211708	0.603126995	0.609936483	0.635239491	0.641202744	0.624359101	0.580356079	0.613608998	0.709265527	0.635864235	0.686432255	0.684542181	0.71481954	0.759987442	0.729144694	0.734538116	0.748746168	0.748283946	0.768560592	0.759379813	0.746974874	0.733685953	0.718415659	0.78180642	0.771426768	0.755643882	0.695955663	0.771502263	0.777163316	0.812688277	0.844389526	0.83398377	0.861288495	0.567594709	0.631312586	0.674446879	0.743800883	0.816083017	0.831976431	0.80171663	0.842591986	0.866256867	0.850144273	0.73963226	0.765452483	0.747411427	0.576347281	0.546355167	0.578860893	0.515082242	0.693711305	0.655114119	0.693784768	0.671816898	0.675512851	0.758966101	0.485726439	0.438139615	0.464191201	0.477173913	0.466421122	0.462800291	0.45221791	0.432748458	0.457429679	0.276974627
SYNGR2	8251	0.826224072	0.693852324	0.785588655	0.806681338	0.890115863	0.895453137	1	0.764123273	0.74709216	0.76890728	0.751391192	0.791073221	0.725923388	0.77978762	0.751391192	0.875521869	0.905023256	0.924672562	0.884637835	0.90604447	0.891196533	0.930292835	0.89822254	0.910433498	0.729119197	0.764841728	0.74748548	0.708012527	0.688196193	0.771744912	0.76346871	0.774814373	0.712720532	0.716741263	0.720788142	0.722552934	0.516153856	0.523792376	0.522537899	0.610457348	0.833078144	0.823141128	0.841632181	0.814749947	0.782588953	0.784261847	0.659376676	0.665138871	0.662025989	0.666097995	0.728992761	0.703599708	0.682290162	0.738976189	0.722419742	0.757318893	0.708475758	0.778427747	0.793419136	0.725113065	0.75594033	0.584701968	0.541161875	0.499361866	0.459411903	0.510816773	0.505374614	0.507733683	0.461584294	0.517978268	0.514165208	0.518380823	0.534528352	0.524011501	0.724599266	0.774233073	0.758771846	0.75362483	0.60542014	0.619885084	0.637557974	0.671300316	0.745398611	0.723661163	0.741927645	0.724152603	0.722629415	0.747057163	0.717593801	0.79946753	0.611886979	0.625948284	0.657037921	0.664352007	0.640002063	0.670809063	0.652073383	0.683613798	0.64583978	0.657636992	0.689355941	0.695209376	0.732033364	0.714155537	0.701377118	0.722861383	0.704125046	0.763069369	0.716545937	0.713745732	0.251231225
SYNJ2	22735	0.848843165	0.923649288	0.892612501	0.878634717	0.776531277	0.748503291	0.785730662	0.737782987	0.798073284	0.794842856	0.907199298	0.769712925	0.856210385	0.776241333	0.855818119	0.681450004	0.733790899	0.776731427	0.676109757	0.730130567	0.68315869	0.844643851	0.758539075	0.797389865	0.873338265	0.876746394	0.725121816	0.95023683	0.986589664	0.674599536	0.679642124	0.672872824	0.607503433	0.582180852	0.584421468	0.599400798	0.946816242	0.798502361	0.776118047	0.944561236	0.83384781	0.833077831	0.868545149	0.932239147	0.847171531	0.853198373	0.73025847	0.733742721	0.705891215	0.660781174	0.810106301	0.872145725	0.823907989	0.923687191	0.935560069	0.90891378	0.958961559	0.997372906	0.925525618	0.845236077	0.962963906	0.560001461	0.534990689	0.560507408	0.605209475	0.562235385	0.576173387	0.577025732	0.573715054	0.615722775	0.612087824	0.555664328	0.583890045	0.549793055	0.773672608	0.729451149	0.709582447	0.868805402	0.690475762	0.747422291	0.684058537	0.701515062	0.822878536	0.812029742	1	0.96592441	0.909857178	0.906160912	0.856882236	0.892878621	0.869094238	0.872369705	0.875509158	0.827609798	0.897382551	0.895390109	0.950177522	0.878808457	0.888461995	0.902950026	0.875977724	0.795314817	0.805681284	0.813303008	0.810184171	0.807824866	0.815058653	0.836877102	0.822088725	0.813660691	0.13944984
SYT12	22523	0.886146184	0.908690035	0.906355988	0.876084757	0.811064433	0.745246663	0.812090275	0.80107598	0.88164295	0.816834132	0.815737513	0.846428708	0.808395875	0.83764192	0.831988345	0.73482151	0.713249643	0.699603496	0.765414761	0.768822233	0.721608236	0.725999332	0.710092408	0.74445087	0.736227579	0.743358687	0.936327277	0.911757555	0.936287182	0.442259175	0.40213319	0.448230339	0.602752437	0.64468611	0.594972592	0.629353713	1	0.857282201	0.889697122	0.977369202	0.85342567	0.884428145	0.870124837	0.880959626	0.849732104	0.838338238	0.527140641	0.508789373	0.491390604	0.459299387	0.816812816	0.826608554	0.810875279	0.795990512	0.840863784	0.820647942	0.804744871	0.750014435	0.743934851	0.78188688	0.810388787	0.545795026	0.532342868	0.602777178	0.577919813	0.544154053	0.523808418	0.576972228	0.560253845	0.625290963	0.603389439	0.545361465	0.525120054	0.539570944	0.839133605	0.819631195	0.820247348	0.811871413	0.584238763	0.604319527	0.604319527	0.598717614	0.794737014	0.823909956	0.817400349	0.792227543	0.807211159	0.79391682	0.905690388	0.911834059	0.877991878	0.881550633	0.890197353	0.90360438	0.907290598	0.941073539	0.909538654	0.904168606	0.91523118	0.896452725	0.852427826	0.470264802	0.502466953	0.463205711	0.479679782	0.49547566	0.495777626	0.498707793	0.485259639	0.446216499	0.199842375
SYTL2	31392	0.459286327	0.488384373	0.446426941	0.470963081	0.453615342	0.515468589	0.502521465	0.899118131	0.818328378	0.938090641	0.82123385	0.892266768	0.810390028	0.90012278	0.839940373	0.391572821	0.408115418	0.406381008	0.395204926	0.37957739	0.408182238	0.393133255	0.408837184	0.365197674	0.831098916	0.795803723	0.517900989	0.498287954	0.517915359	0.136347923	0.151607699	0.141116962	0.36920873	0.375315091	0.385000088	0.388565497	0.177183913	0.222039345	0.182493973	0.192085177	0.491966932	0.461355656	0.491216178	0.428970579	0.442115937	0.452100265	0.245804312	0.243598415	0.265938289	0.255740943	0.454001998	0.460520917	0.413190581	0.932825803	0.983450644	0.932699343	0.917365149	0.890613803	0.859493075	0.912261278	0.909902728	0.271879813	0.334992373	0.324850235	0.252476251	0.272058231	0.341858915	0.249922349	0.336963297	0.23378316	0.289431455	0.348357498	0.362050565	0.276661952	0.944150528	0.879399978	0.889087397	0.906836297	0.783821828	0.808835683	0.741703937	0.71711106	0.911110249	0.847923211	0.99772531	1	0.942994717	0.961734872	0.619000182	0.534698122	0.591533246	0.841085708	0.763279627	0.797987821	0.812075358	0.601589722	0.576997122	0.777607487	0.710442818	0.653564244	0.797887435	0.702415324	0.675735873	0.729395656	0.661120425	0.66112154	0.652901385	0.524110729	0.535971828	0.566235788	0.369514214
TACSTD2	9454	0.508572597	0.511664731	0.522648774	0.503793429	0.549546347	0.522354936	0.530515324	0.504988557	0.547381367	0.500094171	0.494395962	0.524124874	0.513498142	0.529531576	0.51687247	0.650754421	0.73173239	0.82961036	0.450374883	0.475907898	0.69729761	0.596095965	0.652609133	0.376895266	0.448296103	0.43770372	0.942335627	1	0.932016968	0.823390732	0.820873367	0.826274124	0.365820296	0.32083096	0.339050551	0.348531729	0.229445287	0.191378264	0.232565813	0.239390053	0.507686653	0.519369725	0.508582633	0.502349431	0.505863582	0.500473739	0.396035011	0.581685081	0.597141703	0.381585598	0.588287286	0.386402643	0.513922371	0.487462203	0.537796059	0.522601803	0.469774537	0.521567136	0.495718423	0.477398546	0.493092636	0.344543693	0.334801582	0.360709404	0.380834486	0.382833228	0.397141817	0.363900203	0.338990767	0.368845672	0.404081738	0.392019365	0.334688109	0.369786449	0.399209582	0.396627395	0.39021514	0.388682097	0.315446021	0.323786386	0.33666492	0.34882331	0.388596711	0.411727729	0.392939188	0.380460033	0.405572229	0.387117734	0.517569628	0.512854324	0.491943939	0.486191107	0.496577395	0.503996568	0.505267351	0.502730934	0.525793826	0.530858844	0.513049991	0.502915766	0.499326332	0.384121278	0.42835111	0.451821182	0.401759314	0.42896765	0.391708751	0.40635771	0.478149806	0.394306211	0.513739513
TAF13	33150	0.398804203	0.336987344	0.403337474	0.382560764	0.747677947	0.751335181	0.791055284	0.682987644	0.644905032	0.73272181	0.663471825	0.735640239	0.646454187	0.723210255	0.691994367	0.746824673	0.713555187	0.831387161	0.772247131	0.768127539	0.78757379	0.811740427	0.812754747	0.808579351	0.707598451	0.69567522	0.794062911	0.846065769	0.866048483	0.624836772	0.61038437	0.611416098	0.57640942	0.573296443	0.583335618	0.5664774	0.437242048	0.311492719	0.310107787	0.316875434	0.556278044	0.571968189	0.524882708	0.531654904	0.638633182	0.49223923	0.613328823	0.63049026	0.63800988	0.678128742	0.555505803	0.547439767	0.529197756	1	0.948180026	0.964491261	0.970909677	0.872725696	0.914304299	0.885008867	0.943740204	0.727758366	0.745892997	0.751827323	0.732455758	0.669249394	0.699335285	0.624238906	0.673332706	0.723159259	0.74399885	0.779653543	0.761288957	0.719682149	0.734042349	0.74448921	0.744701795	0.75141045	0.777237405	0.671220589	0.636620618	0.66736779	0.721470874	0.749482942	0.729043992	0.734068335	0.740026979	0.742935166	0.49822564	0.427142952	0.448111262	0.615387118	0.642694163	0.637547283	0.636101023	0.408152066	0.36535884	0.465956169	0.372486114	0.43212415	0.471110852	0.764524265	0.737516234	0.735929351	0.761701226	0.766571027	0.763729128	0.800841953	0.792254674	0.721049387	0.325385354
TAL1	5218	0.576339	0.563582864	0.572170401	0.591605136	0.730621765	1	0.810326384	0.54983323	0.548939036	0.518316723	0.533013428	0.514664993	0.519305715	0.538386214	0.52424841	0.46429382	0.459441562	0.462016861	0.463957025	0.457778505	0.493448132	0.460826242	0.490021281	0.457146206	0.48232195	0.473429947	0.626884347	0.633170162	0.56313306	0.495191651	0.490680644	0.486527531	0.854155996	0.842821198	0.851529662	0.856587714	0.176797361	0.21311089	0.211652415	0.232001182	0.559221639	0.565782643	0.573131132	0.599611262	0.577195353	0.581571603	0.379316233	0.392764732	0.374436032	0.371883121	0.579568097	0.579595984	0.549257999	0.529265723	0.563814757	0.540396462	0.54858146	0.569191702	0.575293823	0.588762123	0.539065151	0.343025453	0.377323755	0.345298368	0.386448399	0.347333337	0.371074584	0.363488535	0.32631406	0.406932704	0.373135642	0.383089625	0.361534304	0.33921102	0.479821286	0.470023507	0.467929203	0.45441684	0.388190623	0.386797863	0.393568159	0.3928141	0.49081109	0.463611667	0.456673991	0.446138441	0.47121316	0.461230113	0.566091161	0.585907066	0.565839717	0.541143088	0.557997561	0.565438198	0.565285029	0.564355189	0.602336065	0.57706734	0.542494422	0.590510541	0.553958242	0.390579254	0.390225181	0.401715496	0.394502445	0.397006095	0.401513039	0.405332086	0.393079291	0.392830834	0.470162026
TBC1D30	21991	0.74116151	0.739841341	0.708443906	0.694393435	0.64002747	0.607703939	0.646556475	0.575207943	0.590596745	0.570987453	0.572451441	0.558037468	0.528681436	0.571203271	0.542873897	0.496662788	0.690783784	0.63601159	0.467528268	0.448444341	0.531997029	0.760490032	0.506655	0.761958937	0.519596396	0.535753862	0.769194188	0.724708096	0.757627785	0.157790327	0.169282553	0.20649354	0.447168579	0.42557216	0.477054053	0.432788765	1	0.892366276	0.905209195	0.999483918	0.701810265	0.675283639	0.745768564	0.731071673	0.661040893	0.678591123	0.525050693	0.491936892	0.516473204	0.496665572	0.758612631	0.736608298	0.721345203	0.877637357	0.811834582	0.846172681	0.819801602	0.811033744	0.752453792	0.781402372	0.81063407	0.50094737	0.497820191	0.494501683	0.457317062	0.445409219	0.490739571	0.520449971	0.490251706	0.474703652	0.491046448	0.463672332	0.441014115	0.469047307	0.548953114	0.575785638	0.588502436	0.610817347	0.50799178	0.431235024	0.502780544	0.478335309	0.580386709	0.584835607	0.600023064	0.573687579	0.596087023	0.59046413	0.687957583	0.685553195	0.746638298	0.657221069	0.692791829	0.663952141	0.671893138	0.751928809	0.741707803	0.70794844	0.741741815	0.70521601	0.668024587	0.371865951	0.381265576	0.378922829	0.372073482	0.383404682	0.375517556	0.388200238	0.352484996	0.42684497	0.346567756
TBRG4	26957	0.709662956	0.678457422	0.702438424	0.72618792	0.871596226	0.855372873	0.865050364	0.767565001	0.78726374	0.77613343	0.816098875	0.780085317	0.822645667	0.807621652	0.825167588	0.764686768	0.849860811	0.785782871	0.801277663	0.782770821	0.802470046	0.856046562	0.811632151	0.877567559	0.841073936	0.863079054	0.739666217	0.749567713	0.72940797	0.629439919	0.624916437	0.617471494	0.767367858	0.772023972	0.750627751	0.76268107	0.963616225	0.906731457	0.987605164	1	0.740824376	0.738769281	0.742352219	0.718374384	0.725553213	0.687573239	0.430826553	0.441352529	0.425208322	0.41713234	0.629604534	0.643568566	0.633397579	0.724378052	0.748980747	0.750551531	0.767955916	0.818571556	0.743877276	0.777631714	0.80266301	0.651960469	0.534865539	0.586971942	0.552517166	0.598516168	0.577505693	0.545669044	0.601196606	0.575657372	0.608087831	0.561345932	0.590707077	0.552141884	0.809480145	0.810077734	0.811699026	0.820427295	0.552066539	0.625720126	0.685176713	0.68765581	0.833623333	0.82286922	0.807166279	0.809535107	0.806989871	0.804463863	0.742313828	0.757429701	0.607461727	0.721317862	0.767499333	0.767715621	0.743045379	0.690583686	0.753084032	0.698099773	0.740926198	0.727356914	0.696650909	0.770337798	0.792510679	0.782316696	0.785229685	0.80728716	0.777643624	0.809628474	0.795632393	0.802720335	0.223821827
TBX21	26869	0.54848654	0.510033117	0.576569236	0.552561853	0.512590945	0.439275127	0.443431245	0.71079764	0.727903173	0.736742478	0.770688634	0.718661823	0.78092248	0.737060895	0.670298632	0.354920171	0.365224008	0.363330195	0.369619304	0.355855858	0.384852837	0.373148948	0.306854445	0.339082052	0.827559712	0.80469231	0.558907495	0.543708138	0.554094112	0.273863169	0.265805489	0.248608293	0.300466421	0.284742275	0.279072413	0.293599124	0.095146929	0.103511282	0.107304154	0.072678377	0.515479493	0.512114903	0.523338915	0.496932651	0.469848935	0.502738784	0.289614478	0.330295359	0.288922737	0.286512108	0.543715511	0.547976375	0.525525139	0.952588924	0.966305416	0.959885927	0.954348824	0.990105918	0.953941713	1	0.98568358	0.371794039	0.503069236	0.411581964	0.404254663	0.384203166	0.399479317	0.363059254	0.481860013	0.341005103	0.416593476	0.409135776	0.403414927	0.463701737	0.63865895	0.471045608	0.445297924	0.602946593	0.710092941	0.708636555	0.746911411	0.729979767	0.563558273	0.677506111	0.561518532	0.756198147	0.672414637	0.51640298	0.542056619	0.572588234	0.534013459	0.623477797	0.673572216	0.654986363	0.63402453	0.574707828	0.585785178	0.726334925	0.62680413	0.669220165	0.665135464	0.81975409	0.816564904	0.836820854	0.770905303	0.801046975	0.778184613	0.844546118	0.768301683	0.851678618	0.411694427
